gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster
ISG15	0	1.72947488722526	92.8301886792453	40.1956441491325	0	c17
AGRN	0.00141821118256056	0.00893758003655086	1.13207547169811	0.394979697305279	0.0199022105727595	c17
MIB2	0.000506145741636241	0.0614220907731865	18.7421383647799	14.7212993724622	0.00793581880813937	c17
THAP3	0.000997239168468663	0.0384226619669811	11.8238993710692	8.58619416758952	0.0146154747900753	c17
ENO1	1.44609350991726e-07	0.141373570153464	74.9685534591195	67.2093023255814	4.1787885697386e-06	c17
SPSB1	7.50237841425543e-07	0.0722410752095962	15.3459119496855	10.2177925433739	1.99627601456552e-05	c17
TARDBP	0.000803161425620159	0.0523729772134676	14.0880503144654	10.7124400147656	0.0120381182142885	c17
RP4-635E18.9	0.00151047179878006	0.00209943688914032	0.125786163522013	0.0073827980804725	0.0206820017761438	c17
SRM	3.84380494814043e-10	0.139898803320456	32.2012578616352	24.1454411221853	1.49899495280838e-08	c17
EXOSC10	1.05846027747914e-05	0.073961617194899	20.377358490566	15.2048726467331	0.000243438638835372	c17
FBXO6	2.55188951287162e-68	0.219560659479811	25.1572327044025	8.08416389811739	4.88541847992594e-66	c17
MAD2L2	0.000315042957309091	0.0678206795125253	24.5283018867925	20.0258397932817	0.00519836307716577	c17
PADI2	0.00151176673459286	0.00147430389052658	0.125786163522013	0.0073827980804725	0.0206820017761438	c17
MINOS1	7.8222690089956e-08	0.128223212435753	45.2830188679245	38.1912144702842	2.33448655437642e-06	c17
NBL1	0.00257095713419762	0.0353742762885126	9.55974842767296	6.86600221483942	0.0325661013833288	c17
ECE1	7.82884509162428e-17	0.137907096760793	22.2641509433962	12.9014396456257	4.76146401655575e-15	c17
ALPL	6.1594455931221e-05	0.00202524399895258	0.125786163522013	0.00369139904023625	0.00119702864341237	c17
CDC42	5.35494503420285e-11	0.168261806559301	69.685534591195	62.3071244001477	2.24974461324727e-09	c17
PITHD1	0.00112979264284191	0.066719429292976	30.6918238993711	26.6482096714655	0.0162402872474041	c17
PNRC2	4.80522641499884e-08	0.134110761997302	52.5786163522013	46.8770764119601	1.46921323799429e-06	c17
SRSF10	2.82810095174494e-06	0.114623373991545	54.3396226415094	48.0214101144334	7.09003225209033e-05	c17
SRRM1	7.80758091571799e-05	0.102877063056434	57.4842767295597	52.6688815060908	0.00148124229377366	c17
RUNX3	1.92442900842392e-30	0.253317650236353	43.7735849056604	27.1908453303802	1.90151645190134e-28	c17
RSRP1	1.06657237121765e-09	0.16222194157384	68.8050314465409	61.672203765227	3.99745155459482e-08	c17
TMEM50A	3.98069543727531e-29	0.293462118638372	75.5974842767296	59.4389073458841	3.7675716871785e-27	c17
SH3BGRL3	9.68580015932649e-10	0.134798431823955	99.874213836478	98.9036544850498	3.64640615160164e-08	c17
AIM1L	0.000171499367763642	0.0215146553598856	3.77358490566038	1.9047619047619	0.0030269773166203	c17
ZNF683	8.02161870457947e-71	0.50299927509674	43.0188679245283	18.2539682539683	1.62819530501265e-68	c17
